timestamp,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_direction_deg,cloud_cover_pct,solar_radiation_wm2,precipitation_mm,dew_point_c,visibility_km,soil_moisture_pct,uv_index,feels_like_c,target_temperature_6h_c
2023-02-21 09,,92.8993,1009.0015,,101.5105,95.6308,169.3433,0.662,26.2004,16.4611,63.7186,1.8646,28.0661,28.6026
2023-02-21 10,28.5458,84.9081,1008.9497,2.9864,117.2782,85.4111,261.308,0.0,25.7576,17.1724,62.9393,2.4242,29.2357,28.747
2023-02-21 11,28.9719,88.839,1009.2271,3.3062,132.4884,76.595,385.8711,1.216,26.943,15.8091,63.3619,,29.4203,28.6699
2023-02-21 12,29.7534,88.7102,1009.2225,2.902,138.4177,87.6129,318.8877,0.0,27.688,18.9992,62.7937,2.848,30.2932,28.0464
2023-02-21 13,28.6637,88.0206,1009.1238,1.8271,142.4512,75.1057,433.6635,3.597,26.4823,16.3798,65.0207,3.6802,29.6542,27.4941
2023-02-21 14,28.9361,88.4198,1009.3056,4.1951,148.3377,69.1432,442.2177,0.0,26.8273,18.0076,64.3412,3.9785,29.2028,27.7397
2023-02-21 15,28.6026,86.5144,1010.0299,3.3833,161.7854,67.9842,349.2289,0.0,26.13,17.4072,63.8181,3.5512,28.8881,27.2786
2023-02-21 16,28.747,85.0091,1010.5915,2.0534,156.3468,54.1262,344.8067,0.0,25.9748,18.6255,63.1149,3.1628,28.8077,26.5503
2023-02-21 17,28.6699,77.1187,1009.7193,2.0994,170.5389,66.4846,148.0508,0.0,24.2645,19.0735,,1.4119,28.5782,26.4775
2023-02-21 18,28.0464,87.8767,1009.4614,3.2369,178.4912,73.2372,39.6032,0.0,25.8473,17.3738,62.3551,0.5498,28.4977,25.0956
2023-02-21 19,27.4941,83.5974,1009.9337,3.4268,172.9352,56.7615,0.0,0.0,24.4673,20.0,62.1335,0.0,27.8081,24.6613
2023-02-21 20,27.7397,87.002,1011.2006,0.7974,174.2224,23.6043,4.5204,0.0,25.3772,18.4855,61.6763,0.0,28.3168,23.6912
2023-02-21 21,27.2786,83.0007,1011.8826,0.3053,172.268,13.3692,0.0,0.0,24.1371,17.7752,61.3643,0.0,27.6901,23.3036
2023-02-21 22,26.5503,86.3486,1011.8484,0.9001,176.691,23.291,0.0,0.0,24.0828,17.7058,60.9833,0.26,27.1298,22.9608
2023-02-21 23,26.4775,78.9856,1013.0107,1.312,163.615,12.4234,0.0,0.0,22.5356,17.8306,60.6942,0.0,26.5336,24.272
2023-02-22 00,25.0956,85.1023,1013.2052,7.7857,157.2586,15.6841,0.0,0.0,22.4151,17.8142,60.5174,0.0,24.7273,24.8246
2023-02-22 01,24.6613,80.5806,1013.0001,,139.2419,0.0,42.2143,0.0,21.0971,19.2312,59.9613,0.5936,25.0108,25.2811
2023-02-22 02,23.6912,98.1822,1010.0854,2.6177,144.7619,85.7768,0.0,0.0,23.3869,16.9837,59.7463,0.038,24.5908,26.384
2023-02-22 03,23.3036,93.582,1009.2794,2.9185,135.3616,79.6202,17.472,0.0,22.2096,17.9299,59.4977,0.0,23.8566,27.1619
2023-02-22 04,22.9608,97.1517,1008.5874,3.4133,145.919,72.5998,0.0,2.957,22.4843,14.4474,61.429,0.1388,23.6472,27.3476
2023-02-22 05,24.272,86.3671,1010.7557,1.8586,132.7461,12.8397,21.1049,0.0,21.8493,18.892,61.0929,0.0841,24.8397,27.2997
2023-02-22 06,24.8246,88.3195,1010.6427,1.6684,123.6182,17.4682,0.0,0.0,22.7601,15.6542,60.9287,0.0,25.4291,28.1725
2023-02-22 07,25.2811,88.1802,1009.6773,0.7573,124.039,20.5224,139.7561,0.0,23.1835,17.9915,60.6211,0.8833,26.2831,29.609
2023-02-22 08,26.384,81.7286,1009.5912,0.5676,127.4908,17.3912,416.1354,0.0,23.0078,17.3813,60.1463,4.0394,26.881,29.2592
2023-02-22 09,27.1619,82.0469,1009.5788,1.283,103.3405,23.0429,617.3673,0.0,23.8308,,59.4209,5.5107,27.7351,30.0579
2023-02-22 10,27.3476,90.0104,1009.1702,1.2669,85.9227,65.0458,445.796,0.0,25.5632,17.0356,58.6928,3.7378,28.1664,28.7152
2023-02-22 11,27.2997,87.3181,1009.4049,1.0005,82.5137,61.7344,536.9552,0.0,25.0056,19.5338,58.2252,5.0857,28.1135,28.5638
2023-02-22 12,28.1725,85.2802,1008.0447,1.0356,81.1989,53.3528,615.3753,0.0,25.4656,16.9947,57.3953,5.5074,28.6765,29.3273
2023-02-22 13,29.609,78.5731,1008.4741,0.8149,91.888,32.1528,757.1193,0.0,25.4875,18.2086,56.5415,7.3,30.2899,28.6169
2023-02-22 14,29.2592,85.6506,1007.5189,1.1025,104.1764,84.1123,358.5956,0.0,26.6042,17.1327,55.9786,3.1734,,28.0394
2023-02-22 15,30.0579,84.0567,1008.4553,3.8585,109.2084,82.8692,,0.0,27.067,18.2302,55.6441,2.0755,30.5173,26.5801
2023-02-22 16,28.7152,93.8594,1008.8328,2.1901,114.7568,74.1554,229.6052,7.935,27.627,14.6231,61.2466,1.7944,29.574,25.5016
2023-02-22 17,28.5638,88.5766,1009.6556,1.3994,90.757,83.4432,81.0649,3.257,26.4907,14.443,63.1051,0.192,29.324,25.2191
2023-02-22 18,29.3273,85.8865,1009.819,2.2411,90.0448,80.8713,0.0,0.0,26.7177,17.7839,62.7158,0.0,29.7433,23.7466
2023-02-22 19,28.6169,92.6423,1010.1842,4.4627,79.3232,89.3848,9.4856,0.632,27.3066,17.3299,62.8368,0.0,29.0285,23.2693
2023-02-22 20,28.0394,87.4835,1010.5774,5.6054,81.4376,81.9516,27.1111,0.592,25.7647,16.4227,62.779,0.2959,27.9578,23.3767
2023-02-22 21,26.5801,97.4355,1010.4914,4.0117,83.2263,93.8156,33.6225,0.909,26.1399,16.909,63.0658,0.4909,27.1406,22.3397
2023-02-22 22,25.5016,93.1871,1010.695,2.2011,78.0272,72.8794,0.0,1.729,24.3189,16.5722,63.7533,0.0243,26.1071,22.9378
2023-02-22 23,25.2191,96.9858,1010.3217,4.5096,73.041,75.1084,0.0,3.285,24.706,15.433,65.8757,0.3572,25.4404,23.6975
2023-02-23 00,23.7466,97.96,1009.1397,3.0941,76.8443,77.3767,,1.765,23.4045,15.5439,66.8566,0.0,24.6873,23.5749
2023-02-23 01,23.2693,98.8967,1008.2814,3.2618,63.2704,74.6347,0.0,2.965,23.0858,14.9316,68.7688,0.061,24.2958,25.0344
2023-02-23 02,23.3767,95.7,1007.8778,1.6684,65.9669,87.6988,0.0,0.0,22.6505,17.032,68.5555,0.0,24.2219,25.6372
2023-02-23 03,22.3397,100.0,1006.2369,2.947,68.0616,98.0953,26.4095,2.453,22.3397,13.5518,70.0269,0.1832,23.0793,26.3309
2023-02-23 04,22.9378,100.0,1005.119,3.6349,69.5243,100.0,0.0,2.206,22.9378,15.3716,71.285,0.0,23.9637,27.7104
2023-02-23 05,23.6975,94.8919,1006.2461,2.8378,80.1955,91.0728,0.0,0.0,22.8294,18.4931,71.1579,0.0,24.6145,29.0593
2023-02-23 06,,94.6965,1006.2752,4.2502,85.8876,84.6327,0.0,0.083,22.6737,17.3482,70.9969,0.0,24.1206,29.8565
2023-02-23 07,25.0344,90.8802,1007.9539,2.2507,101.8013,54.8739,174.3779,0.0,23.4396,17.4725,70.568,1.7275,25.6439,30.0655
2023-02-23 08,25.6372,87.9427,1007.7168,2.1341,99.31,63.5699,246.096,0.0,23.4892,17.2503,69.9759,2.2028,26.1511,30.0192
2023-02-23 09,26.3309,87.2469,1007.1891,1.3043,88.2977,59.2455,385.2783,0.0,24.0395,16.2475,69.3496,3.2052,27.0694,31.0698
2023-02-23 10,27.7104,84.293,1007.5642,1.7537,104.8024,67.366,423.7787,0.0,24.8175,19.2585,68.7893,3.9735,28.1296,31.0009
2023-02-23 11,29.0593,84.7978,1007.7659,1.8497,91.9302,,594.2723,0.0,26.2387,17.3192,68.1617,5.6684,29.8012,30.0954
2023-02-23 12,29.8565,80.5382,1008.4421,1.3487,69.0131,60.372,552.1609,0.0,26.1448,16.6344,67.4041,5.408,30.3282,30.6015
2023-02-23 13,30.0655,82.568,1008.335,2.1474,74.5409,61.8481,505.7693,0.0,26.7704,19.1268,66.7042,4.877,30.2454,28.9113
2023-02-23 14,30.0192,79.646,1008.2973,4.215,73.183,55.0465,514.494,0.0,26.1145,17.0207,,4.7558,30.3958,27.5446
2023-02-23 15,31.0698,79.6757,1007.7102,1.754,51.3346,66.9122,373.2855,0.0,27.1416,16.4498,65.0577,3.4662,31.6952,26.4
2023-02-23 16,31.0009,78.2414,1008.3629,2.2396,50.7429,61.4554,252.8405,0.0,26.7656,19.2877,64.3956,2.6408,31.5746,26.6122
2023-02-23 17,30.0954,82.4075,1008.1554,1.3922,44.969,71.1124,95.0268,0.0,26.7666,18.3738,64.2278,0.7937,30.6772,26.5675
2023-02-23 18,30.6015,76.611,1009.1431,1.4654,52.4256,12.9776,0.0,0.0,26.0221,18.214,63.7288,0.2826,31.1203,25.4837
2023-02-23 19,28.9113,87.9915,1008.4101,1.2133,31.9021,59.6426,0.0,0.0,26.7204,17.8283,63.1251,0.0,29.8237,24.2623
2023-02-23 20,27.5446,87.596,1007.8532,0.9426,33.2674,58.7897,0.0,0.222,25.2997,17.6276,63.0892,0.1923,28.5833,24.218
2023-02-23 21,26.4,89.5957,1008.9028,6.2875,35.5514,61.133,32.8181,0.0,24.5509,16.5994,62.5741,0.5721,26.2876,24.6085
2023-02-23 22,26.6122,85.4706,1009.8079,0.7963,31.2839,48.2219,0.0,0.0,23.9733,17.8724,62.2827,0.0767,27.2225,24.1502
2023-02-23 23,26.5675,82.1753,1010.3679,2.3804,41.7383,12.0456,0.0,0.0,23.2769,17.4229,61.8672,0.0768,26.8855,24.2571
2023-02-24 00,25.4837,93.2989,1009.8383,,32.4304,67.6285,17.8557,0.0,24.3212,17.8884,61.3742,0.3813,26.2683,24.9289
2023-02-24 01,24.2623,95.1671,1010.1412,1.7514,41.3939,60.4346,36.5858,0.0,23.4386,15.5363,60.9115,0.416,24.9052,25.0563
2023-02-24 02,24.218,87.7778,1009.8536,1.929,36.3502,46.1406,6.4307,0.0,22.0618,18.1528,60.5924,0.1997,25.0561,25.4854
2023-02-24 03,24.6085,85.3231,1009.6189,1.2924,37.2221,15.9057,0.0,0.0,21.9801,17.4579,60.3954,0.0,25.0505,26.8659
2023-02-24 04,24.1502,87.9512,1010.3775,0.2118,54.142,7.9097,20.0761,0.0,22.0275,16.9661,60.0511,0.1166,25.2097,26.9234
2023-02-24 05,24.2571,88.1511,1010.4417,1.5594,45.2236,6.0464,0.0,0.0,22.17,17.478,59.6639,0.1764,25.1022,27.779
2023-02-24 06,24.9289,84.8728,1010.7956,2.2991,35.6569,,14.5025,,22.2074,17.7442,59.3665,0.2106,,28.0747
2023-02-24 07,25.0563,83.6708,1010.0648,1.1377,20.0573,28.8052,204.7556,0.0,22.0979,17.8136,58.9089,1.6223,25.0806,28.5501
2023-02-24 08,25.4854,84.9837,1010.0168,2.6006,36.0688,47.1215,295.7307,0.0,22.7741,18.2542,58.4457,2.6824,25.3886,28.8901
2023-02-24 09,26.8659,82.3096,1011.3742,0.828,25.8576,7.8512,621.6975,0.0,23.5951,16.8194,57.8726,6.1847,27.1432,29.6019
2023-02-24 10,26.9234,83.5497,1011.3892,1.3361,9.4376,15.6257,702.7724,0.0,23.8998,18.2083,57.1914,6.5748,27.3784,28.6966
2023-02-24 11,27.779,75.3373,1012.2105,2.0983,18.2909,8.0534,852.7643,0.0,23.0154,18.3706,56.4349,8.0866,27.7086,28.4176
2023-02-24 12,28.0747,80.1914,1013.3566,2.9106,359.4259,9.4285,898.5685,0.0,24.3389,18.2791,55.5452,8.3927,28.1107,28.7639
2023-02-24 13,28.5501,77.2467,1012.9153,1.5042,357.4368,0.0,,0.0,24.1762,17.5368,54.6867,8.3149,28.7191,29.18
2023-02-24 14,28.8901,76.1543,1012.8504,0.3018,358.8155,11.4961,733.1334,0.0,24.2675,19.0295,54.0712,6.9032,29.2494,28.6677
2023-02-24 15,29.6019,72.8182,1012.5263,1.2182,347.8104,0.0,663.6195,0.0,24.2064,18.9306,53.1837,6.0082,29.7849,28.4588
2023-02-24 16,28.6966,85.8669,1010.8692,2.2859,346.4804,72.3198,225.2771,0.0,26.0952,18.0785,52.4704,1.858,29.4208,27.3751
2023-02-24 17,28.4176,87.6134,1011.0617,2.412,342.1214,73.9833,,0.386,26.1617,16.4645,52.2724,1.4559,29.1669,25.2205
2023-02-24 18,28.7639,83.9866,1011.6752,1.7403,,56.9304,11.7858,0.0,25.7871,18.6369,51.9979,0.2634,29.3117,24.6738
2023-02-24 19,29.18,81.8374,1012.4223,1.1708,305.0241,48.8351,0.0,0.0,25.7562,18.9703,51.7689,0.0,29.8495,24.481
2023-02-24 20,28.6677,82.7598,1011.9685,1.5518,319.9726,50.592,0.0,0.0,25.4451,19.8159,51.277,0.3221,29.3906,23.9156
2023-02-24 21,28.4588,80.0646,1011.7457,1.282,324.7054,57.5859,45.454,0.0,24.686,,51.0564,0.4303,28.8349,23.5147
2023-02-24 22,,83.9636,1010.9506,3.1905,315.0613,56.0569,0.0,0.0,24.4238,17.937,50.6667,0.0,27.8913,23.5916
2023-02-24 23,25.2205,92.821,1008.5472,1.8412,318.0076,94.1955,23.1425,1.337,23.9748,14.1932,51.3703,0.0,25.9478,22.8832
2023-02-25 00,24.6738,100.0,,1.1385,310.85,98.8728,6.1574,2.305,24.6738,15.0085,52.7014,0.1988,25.5844,24.0549
2023-02-25 01,24.481,99.9251,1009.9527,2.182,303.5037,85.96,0.0,0.608,24.4685,15.8804,52.8407,0.0,25.7574,24.7368
2023-02-25 02,23.9156,97.0931,1009.5203,4.2055,300.3924,82.3472,0.0,1.135,23.4257,16.9931,53.2671,0.5136,,25.9843
2023-02-25 03,23.5147,94.3406,1009.3824,1.5247,315.8675,72.7646,,1.446,22.5519,16.2466,54.2695,0.3409,24.2082,26.338
2023-02-25 04,23.5916,100.0,1008.2247,5.4668,310.4651,86.2213,11.5606,1.36,23.5916,15.9432,54.8896,0.0556,24.0771,28.2416
2023-02-25 05,22.8832,100.0,1006.0392,3.1567,316.7498,100.0,7.5901,5.709,22.8832,12.4361,58.5999,0.0463,23.8613,28.256
2023-02-25 06,24.0549,100.0,1005.9275,3.3544,321.8007,100.0,,3.511,24.0549,11.5834,60.8574,0.378,24.8667,28.2991
2023-02-25 07,24.7368,95.2517,1008.7673,2.8369,321.2215,89.6975,30.7897,2.691,23.9249,15.8522,,0.0,25.1309,27.9785
2023-02-25 08,25.9843,88.7921,1008.7213,0.5472,310.0122,61.4398,267.3938,0.0,23.9908,16.2707,62.0762,2.3709,26.4602,28.8679
2023-02-25 09,26.338,84.2755,1009.5325,1.5102,303.9961,6.7245,612.177,0.0,23.4707,19.165,,6.0585,26.6645,28.5329
2023-02-25 10,28.2416,75.5243,1009.2501,3.429,306.2469,18.388,744.8937,0.0,23.503,19.0034,60.5089,6.8695,28.0462,28.5503
2023-02-25 11,28.256,77.6047,1008.0689,2.4461,305.4458,24.3538,,0.0,23.9684,16.5375,59.5722,7.7929,28.2183,27.7581
2023-02-25 12,28.2991,79.3644,1008.3513,1.2885,306.4704,32.13,797.0077,0.0,24.3839,18.5561,58.7347,7.4596,28.2105,27.7679
2023-02-25 13,27.9785,81.1974,1008.2552,2.6935,298.9691,36.3264,747.9174,0.0,24.4534,16.3725,57.9195,7.013,28.1543,27.9066
2023-02-25 14,28.8679,78.2198,1009.2008,4.4384,299.6068,25.1737,704.596,0.0,24.6931,17.3705,57.1973,7.2376,28.3988,26.7946
2023-02-25 15,28.5329,80.474,1009.0911,2.0441,289.4897,39.4873,503.0957,0.0,24.8435,16.9541,56.6002,4.8,28.9765,26.9245
2023-02-25 16,28.5503,81.6511,1009.5589,1.5633,291.0572,49.8962,369.0839,0.0,25.1039,15.9691,55.9414,3.7147,29.1642,25.9223
2023-02-25 17,27.7581,95.4276,1008.2771,3.6664,289.8625,100.0,0.0,1.269,26.9592,16.0223,56.3262,0.2099,28.4572,25.0254
2023-02-25 18,27.7679,96.9082,1008.3199,1.7651,292.1865,91.9728,0.0,2.639,27.2313,15.4917,57.9715,0.0,28.8467,23.261
2023-02-25 19,27.9066,85.5698,1009.7127,2.9503,,56.6507,0.0,0.0,25.2619,18.2178,57.6905,0.1984,28.2169,23.8556
2023-02-25 20,26.7946,84.0176,1008.8631,3.7736,288.0847,71.368,0.0,0.0,23.8667,17.9293,57.3692,0.0,27.0222,23.1494
2023-02-25 21,26.9245,83.6435,1009.1527,0.6639,290.7407,60.0842,25.6758,0.0,23.9195,16.4085,56.9579,0.0892,27.5009,23.8648
2023-02-25 22,25.9223,90.492,1009.1655,0.8539,303.3627,60.9919,32.9652,0.0,24.2456,17.3256,56.6302,0.4181,26.721,23.5462
2023-02-25 23,25.0254,84.9753,1010.2345,1.6747,287.8895,46.7455,0.0,0.0,22.3217,18.9302,,0.0,25.8111,24.4164
2023-02-26 00,23.261,100.0,1008.8165,3.2016,280.9411,73.443,18.0061,4.553,23.261,14.1032,59.5763,0.5621,24.0312,25.257
2023-02-26 01,23.8556,97.2159,1008.4506,4.142,278.6698,91.7824,0.0,4.329,23.3869,12.7934,62.5359,0.0,24.4335,26.2943
2023-02-26 02,23.1494,100.0,1010.5823,3.6406,254.1557,65.1392,0.0,1.66,23.1494,14.8702,63.5975,0.263,24.2254,26.8427
2023-02-26 03,23.8648,97.7301,1011.4542,3.8348,260.9987,70.8467,52.5504,0.056,23.4835,18.9243,63.3964,0.8457,24.7104,27.5264
2023-02-26 04,23.5462,100.0,1011.7,1.4767,251.1855,56.6259,0.0,2.24,23.5462,15.2698,64.6483,0.3376,24.4421,27.8662
2023-02-26 05,24.4164,89.9118,1013.2784,4.1001,222.5014,47.5936,0.0,0.0,22.6523,17.8896,64.2765,0.0,24.902,28.8376
2023-02-26 06,25.257,85.8445,1012.9662,4.8194,221.0608,41.9894,9.6239,0.099,22.7164,17.9402,63.7766,0.1876,25.3163,29.0513
2023-02-26 07,26.2943,86.6111,1012.7875,4.3811,196.956,18.7784,200.3108,0.0,23.8819,17.3632,63.2077,2.092,26.2843,29.8747
2023-02-26 08,26.8427,80.5122,1012.0189,0.493,182.614,16.0097,443.4378,0.0,23.2066,17.8027,62.7003,4.2221,27.6757,30.6342
2023-02-26 09,27.5264,79.463,1012.005,2.5866,183.5053,5.1803,647.0549,0.0,23.654,17.9669,61.925,6.4786,27.583,30.6179
2023-02-26 10,27.8662,86.4201,1010.4784,1.6686,209.7056,67.2724,410.9021,0.0,25.3886,17.8657,61.2914,3.6754,28.5911,29.5492
2023-02-26 11,28.8376,87.7065,1012.2778,2.4484,210.8098,56.9149,521.9006,0.0,26.5928,19.628,60.4231,5.0903,29.4734,29.2727
2023-02-26 12,29.0513,79.6729,1013.1445,1.8716,205.9735,15.783,858.3388,0.0,25.1797,17.5924,59.3005,8.3407,29.1963,29.1404
2023-02-26 13,29.8747,68.8286,1014.7576,0.6899,218.2835,0.0,892.3676,0.0,23.5304,17.8796,58.368,9.0369,30.1438,28.5541
2023-02-26 14,30.6342,71.2417,1015.4318,1.5921,216.7301,18.8838,681.0782,0.0,24.831,18.5706,57.5844,6.3077,30.7105,28.4339
2023-02-26 15,30.6179,78.7762,1013.8348,1.6987,224.3553,43.139,448.662,0.0,26.5099,18.4829,57.1856,4.2077,31.1685,27.5768
2023-02-26 16,29.5492,78.9448,1013.9829,1.5127,213.0755,51.3028,355.3664,0.0,25.5089,19.0915,56.5098,3.1768,30.0398,26.8167
2023-02-26 17,29.2727,78.1943,1013.784,2.707,200.6791,42.5059,210.2324,0.0,25.0801,18.9891,55.9958,2.4815,29.8758,25.5448
2023-02-26 18,29.1404,78.5627,1012.7336,0.9901,185.8503,51.8452,0.0,0.0,25.0307,,55.4479,0.1978,29.5921,25.8292
2023-02-26 19,28.5541,79.0882,1013.3739,3.2608,172.8455,20.1226,0.0,1.633,24.5734,16.5268,56.3819,0.0,28.3972,25.0917
2023-02-26 20,28.4339,81.6211,1013.9244,1.701,169.4756,48.4793,0.0,0.0,24.9843,17.8105,55.8566,0.1168,28.6705,23.7307
2023-02-26 21,27.5768,77.3609,1015.0708,4.3402,172.1609,8.2351,3.8386,0.0,23.2584,18.0751,55.4467,0.4224,27.8517,24.6435
2023-02-26 22,26.8167,86.4834,1015.5879,1.0349,165.92,20.8756,0.0,0.0,24.3703,17.9267,55.2621,0.0997,27.1976,24.0175
2023-02-26 23,25.5448,90.4425,1013.3685,4.6735,147.6357,55.1657,47.829,1.327,23.8636,16.7915,55.8394,0.0431,25.8874,24.4735
2023-02-27 00,25.8292,89.769,1013.9519,2.28,133.7808,57.6698,0.0,0.0,24.02,17.8229,55.5404,0.1278,26.3636,24.9433
2023-02-27 01,25.0917,93.2965,1014.7056,1.9754,143.6853,82.3469,10.433,0.558,23.9321,15.568,55.8216,0.5719,25.8584,25.0423
2023-02-27 02,23.7307,100.0,1011.8133,4.4349,127.9882,85.3695,15.5489,7.25,23.7307,10.3216,60.8909,0.0513,24.2553,26.154
2023-02-27 03,24.6435,89.9271,1013.3841,1.8895,99.3648,46.8654,13.1538,0.0,22.8792,17.2193,60.6799,0.3947,25.4714,27.1997
2023-02-27 04,24.0175,97.215,1013.681,2.7759,103.8728,55.5428,12.4148,0.0,23.548,17.0855,60.6257,0.1867,24.8639,27.8542
2023-02-27 05,24.4735,90.7818,1012.2183,5.3711,105.8132,66.9555,0.0,0.0,22.8675,15.3958,60.3486,0.0083,24.8627,28.6915
2023-02-27 06,24.9433,93.147,1012.3545,7.161,85.9649,77.4978,0.0,0.0,23.7584,15.2951,60.2249,0.0,25.0434,28.1301
2023-02-27 07,25.0423,93.4723,1013.2489,3.7288,83.503,76.0205,84.1251,,23.9145,16.4965,60.4233,0.9809,25.4616,28.6805
2023-02-27 08,26.154,87.0733,1013.0237,3.2678,78.1162,82.0442,164.1087,0.0,23.8325,16.5602,59.9974,1.7995,26.4275,29.6491
2023-02-27 09,27.1997,88.2453,1012.4186,3.427,,66.3618,,0.0,25.0844,18.8653,59.3916,3.6358,27.3216,29.3804
2023-02-27 10,27.8542,82.8973,1012.0132,1.8902,71.6462,63.8684,443.2093,0.0,24.6786,17.7917,58.902,4.2249,28.4865,29.417
2023-02-27 11,28.6915,88.8945,1012.6711,3.5508,54.9215,66.7206,468.6017,0.413,26.6774,,58.5399,4.4661,28.8265,29.2407
2023-02-27 12,28.1301,83.9414,1012.152,2.3271,50.0413,80.2997,370.57,0.0,,17.9829,57.9729,3.6078,28.403,28.6108
2023-02-27 13,28.6805,86.264,1013.2943,4.672,37.3717,50.5485,641.9682,0.0,26.1574,17.9995,57.1707,6.0468,29.0302,28.5666
2023-02-27 14,29.6491,79.9674,1012.1745,2.7271,25.5147,63.8603,452.8215,0.0,25.8229,18.3091,56.5714,4.4877,30.0766,27.6015
2023-02-27 15,29.3804,79.4057,1012.6905,0.6746,22.3665,17.7423,528.6817,0.0,25.443,17.7471,55.7183,4.9835,30.0789,27.0454
2023-02-27 16,29.417,76.2356,1012.2589,1.0304,44.0565,6.0352,472.3629,0.0,24.7945,18.7119,54.9997,4.9079,30.0241,26.5927
2023-02-27 17,29.2407,79.3148,1013.0679,0.2412,26.6137,16.6984,205.3548,0.0,25.2881,18.2992,54.6395,1.9877,29.8196,26.8948
2023-02-27 18,28.6108,82.2115,1013.057,4.9936,18.8319,10.9967,0.0,0.0,25.2778,20.0,54.2916,0.062,28.5081,25.6698
2023-02-27 19,28.5666,80.3939,1013.8826,1.4602,12.0515,11.533,0.0,0.0,24.8595,16.8649,54.0656,0.127,28.7755,25.6589
2023-02-27 20,27.6015,84.4686,1013.0628,2.0615,8.2953,0.1323,24.8013,0.0,24.7458,18.0795,53.5842,0.2007,27.9967,25.0104
2023-02-27 21,27.0454,81.6598,1013.0012,5.4375,2.3907,9.6954,35.8416,0.0,23.6387,16.9247,53.2821,0.1139,26.6055,22.4655
2023-02-27 22,26.5927,81.3877,1012.8138,3.962,16.2719,12.9034,0.0,0.0,23.1421,16.0096,52.8613,0.0,26.6208,23.6217
2023-02-27 23,26.8948,81.4881,1011.7594,0.7407,358.2247,1.5119,0.0,0.0,23.4569,17.2081,52.6311,0.1567,27.3015,24.126
2023-02-28 00,25.6698,88.9908,1011.0446,0.7297,13.9674,9.6359,41.304,0.0,23.7181,17.0784,52.241,0.2903,26.2612,25.5087
2023-02-28 01,25.6589,83.4285,1010.6961,0.3622,21.8626,19.6442,0.0,0.0,22.6395,17.3175,51.82,0.3415,,26.1881
2023-02-28 02,25.0104,87.9842,1011.5934,2.5316,27.4254,23.4059,5.7003,0.0,22.8802,18.2326,51.562,0.3282,25.4935,26.7273
2023-02-28 03,22.4655,100.0,1007.5746,3.0953,32.0344,79.7159,13.7451,4.932,22.4655,9.8936,55.1041,0.0261,23.2203,26.9277
2023-02-28 04,23.6217,97.6313,1009.6518,1.2955,33.0244,75.1216,1.3355,0.0,23.2244,16.2044,54.7778,0.0,24.5961,27.071
2023-02-28 05,24.126,95.4178,1010.121,1.9273,35.7147,76.2897,0.0,0.895,23.3467,16.5629,55.4859,0.3168,24.9325,29.5075
2023-02-28 06,25.5087,86.3172,1010.8928,4.369,43.4201,,0.6856,0.0,23.054,16.4899,55.2611,0.4196,25.7731,29.0654
2023-02-28 07,26.1881,86.8367,1010.9952,1.4154,45.9121,48.5137,137.3975,0.0,23.8208,19.2221,54.7077,1.8654,26.758,30.6971
2023-02-28 08,26.7273,88.2492,1010.3205,1.6884,50.2428,69.9826,253.5434,0.0,24.6202,16.3847,54.39,2.1154,27.1534,30.3004
2023-02-28 09,,93.0887,1010.7154,2.8643,53.1293,65.3561,329.7975,2.339,25.7147,14.381,55.6992,2.8068,27.3415,30.7683
2023-02-28 10,27.071,99.0731,1008.5546,4.2874,56.0292,89.735,228.3518,9.204,26.9125,12.7584,62.0855,1.9207,27.726,30.8864
2023-02-28 11,29.5075,81.9011,1010.2123,3.9571,45.3471,62.3256,539.7505,0.0,26.0886,19.1355,61.3459,5.1629,29.6089,30.3164
2023-02-28 12,29.0654,83.5638,1011.7409,2.7159,43.177,70.3587,464.0359,2.784,25.9967,17.5485,62.7962,4.3255,29.8228,28.7706
2023-02-28 13,30.6971,79.422,1012.5862,0.9851,49.1164,45.2389,656.7871,0.0,26.7253,17.472,62.053,6.1253,31.3492,28.6747
2023-02-28 14,30.3004,81.0084,1011.2438,2.321,32.8897,61.6145,431.8938,0.139,26.6755,18.0114,61.6176,4.0162,30.5908,28.1903
2023-02-28 15,30.7683,80.8457,1011.2669,2.2601,31.9088,75.111,297.3182,0.0,27.0968,18.8551,61.1067,2.6737,31.0865,26.888
2023-02-28 16,30.8864,79.4749,1012.4401,2.9291,30.7651,49.9314,310.9619,0.0,26.9205,20.0,60.3235,2.8182,31.4235,26.399
2023-02-28 17,30.3164,81.5106,1012.6048,1.6466,30.2582,46.3772,183.6072,0.0,26.7961,16.8472,59.9163,2.193,31.1193,25.4555
2023-02-28 18,28.7706,88.1745,1011.2675,2.0888,45.5119,86.626,1.8791,1.171,26.6172,15.6581,60.3919,0.1351,29.4889,24.3144
2023-02-28 19,28.6747,84.0054,1011.3639,2.7178,43.6139,62.1924,0.0,0.112,25.7036,17.3407,60.1697,0.1909,29.0387,23.3948
2023-02-28 20,28.1903,,1010.1916,2.1759,,38.0502,0.0,0.0,24.3148,19.7726,59.5584,0.2408,28.6843,22.6
2023-02-28 21,26.888,86.5515,1010.2984,2.2558,35.1614,54.3943,22.0809,0.0,24.4535,17.7019,58.9267,0.1163,27.0696,23.0411
